File name,Radar name,Frequency,PRT,PRF,Pulsewidth,Receiving time,Dead time,Peak Power,Average Power,Instrumented Range,Range Resolution,Accuracy,Beamwidth,Hits per scan,Antenna Rotation,MTBCF,MTTR
karte100.en.html,AN/TPS-37,"5 250 … 5 310 MHz
	(C-Band)",,300 … 364 Hz,2.5 µs,,,1 MW,,NM (≙  km),,,β= 2.4° ;ε= 0.6°,,,,
karte001.en.html,SCR-584,S-Band,,1 707 Hz,0.8 µs,,,250 kW,,30 km (tracking)90 km (search),,20 m; 0.06°,4°,,5 min⁻¹,,
karte002.en.html,AN/TPS-28,"200 … 225 MHz
	(VHF-Band)",,170 … 190 Hz,5 µs,,,1 MW,900 W,200 NM (≙ 370 km),,,,,,,
karte003.en.html,ATCR-3T,S-Band,,1 000 Hz,1 µs,,,500 kW,500 W,80 NM (≙ 150 km),,,,,,,
karte004.en.html,AN/SPS-11,"1 250 … 1 350 MHz
	(L-Band)",,200 Hz,7 µs,,,10 MW,14 kW,,,,2.7°; (7 × 4.6°),,10 min⁻¹,,
karte005.en.html,SS-1,"10.0 GHz
	(X-Band)",,600 Hz,0.5 µs,,,85 kW,45 W,80 NM (≙ 148 km),80 m,25 m; ± 0.25°,2.6°,,0 … 8 min⁻¹,,
karte006.en.html,WF-3,X-Band,,,,,,,,150 km,,,,,,,
karte007.en.html,WF-44,"2 800 … 2 900 MHz
	(S-Band)",,275 or 400 Hz,0.35 or 1.5 µs,,,650 kW,,200 km,,,,,,,
karte008.en.html,8GR260,"34.5 … 35.2 GHz (EU) or
	31.8 … 33.4 GHz (US)
	(Ka-Band)",,2.5 kHz,0.04 µs,,,20 kW,,2.5 NM (≙ 4.5 km),,,0.6°,,40 rpm,,
karte009.en.html,Agave,X-Band,,,,,,,,40 NM (≙ 74 km),,,,,,,
karte010.en.html,WR-73,"5.586 GHz
	(C-Band)",,,1 µs,,,146 kW,,,,,β= 1.52°;ε= 1.62°,,,,
karte011.en.html,AN/APG-76,X-Band,,,,,,12 kW,,100 NM (≙ 185 km),,,,,,,
karte012.en.html,AN/GMD-1,"1 660 … 1 700 MHz
	(L-Band)",,,,,,,,200 km,,,,,,,
karte013.en.html,Pilot,X-Band,,,,,,,1 W,24 NM (≙ 45 km),,,,,24 … 28 min⁻¹,,
karte014.en.html,9ZW,"2 700 … 2 900 MHz
	(S-Band)",,≈ 250 Hz,2.3 µs,,,2 × 750 kW,,200 NM (≙ 370 km),,300 m,β= 2° ;ε= 1°,,10 rpm,,
karte015.en.html,AN/APQ-72,X-Band,,,,,,,,200 NM (≙ 370 km),,,,,,,
karte016.en.html,AN/APS-15,"9 375 MHz
	(X-Band)",,622 Hz,1 µs,,,> 40 kW,50 W,100 mi (≙ 160 km),,± 150 m,3°,,20 rpm,,
karte017.en.html,SU,X-Band,,600 Hz,1 μs,,,50 kW,,40 km,,,,,6 rpm,,
karte018.en.html,SD,"113 … 114 MHz
	(VHF-Band)",,60 Hz,8.5 µs,,,100 kW,,20 NM (≙ 37 km),,± 450 m,,,,,
karte019.en.html,AN/SPN-12,"10 000 … 10 250 MHz
	(X-Band)",,,,,,,10 W,"2 mi (≙ 3,2 km)",,,3.3 or 4.25°,,,,
karte020.en.html,AN/SPQ-2,"2 700 … 2 900 MHz
	(S-Band)",,350 … 850 Hz,1 µs,,,700 kW,,50 NM (≙ 92 km),150 m,15 m; 1°,3°,,6 min⁻¹,,
karte021.en.html,MR-710 “Top Steer”,"2.0 … 2.5 GHz
	(S-Band)",,,,,,300 kW,,150 km,,,,,15 rpm,,
karte022.en.html,MR-90 “Front Dome”,X-Band,,,,,,,,30 km,,,,,,,
karte023.en.html,NMD-451,S-Band,,,,,,250 kW,,300 km,,,,,,,
karte024.en.html,MR-220 “Peel Cone”,S-Band,,1000 Hz,0.8 µs,,,45 kW,,25 NM (≙ 46 km),110 m,,0.9°,,20 rpm,,
karte025.en.html,Type 14,"2 940 … 3 060 MHz
	(S-Band)",,500 Hz,1.9 µs,,,500 kW,475 W,,310 yd,,1.5°,,,,
karte026.en.html,Type 79,"43 MHz
	(VHF-Band)",,50 Hz,8 … 30 µs,,,70 kW,,40 NM (≙ 74 km),,,,,(manually),,
karte027.en.html,S 244 (Marconi),"2.7 … 2.9 GHz,2.9 … 3.1 GHz, or3.1 … 3.3 GHz
	(S-Band)",,200 … 500 Hz,2.5 … 5.5 µs,,,2.5 … 3.0 MW,3.5 kW,200 NM (≙ 370 km),,500 m,β= 3.7° ;ε= 0.6°,,,,
karte028.en.html,S 247 (Marconi),"2.7 … 2.9 GHz
	(S-Band)",,200 … 550 Hz,2.5 … 5.5 µs,,,3 MW,3.75 kW,140 NM (≙ 260 km),,,0.53°,,,,
karte029.en.html,S 234 (Marconi),,"585 … 610 MHz
	(UHF-Band)",,500 … 800 Hz,2 or 4 µs,,,60 kW,,60 NM(≙ 110 km),,,2.1°,,10 min⁻¹,,
karte030.en.html,Antilope,Ku-Band,,,,,,,,16 NM (≙ 30 km),,,,,,,
karte031.en.html,Type 966,"216 … 224 MHz
	(VHF-Band)",,185 … 196 Hz,10 µs,,,320 kW,,200 NM (≙ 370 km),,,,,,,
karte032.en.html,Type 975,"9 320 … 9 500 MHz
	(X-Band)",,1 100 Hz,0.17 or 0.32 µs,,,50 kW,,25 NM (≙ 46 km),,,,,,,
karte033.en.html,ASR-30,"1 250 … 1 350 MHz
	(L-Band)",,524 Hz (average),2 µs,,,2 MW,3.65 kW,120 NM (≙ 220 km),,,1.6°,,12 rpm,5 000 hrs,
karte034.en.html,LW/AW Mk Ⅰ,"200 MHz
	(VHF-Band)",,50 Hz,20 µs,,,10 … 15 kW,,100 NM (≙ 185 km),,,,,,,
karte035.en.html,Mk. 23 TAS,"1 215 … 1 400 MHz
	(L-Band)",,,,,,,,110 NM (≙ 200 km),,,,,,,
karte036.en.html,SLA 3,X-Band,,,,,,,,15 NM (≙ 28 km),,,,,,,
karte037.en.html,SNW 50,"9 360 … 9 460 MHz
	X-Band)",,333 Hz,2 µs,,,40 kW,,200 NM (≙ 370 km),,,0.5°,,"7, 10, 14, or 21 rpm",,
karte038.en.html,SNW 10,VHF-Band,,,,,,,,160 NM (≙ 300 km),,,,,,,
karte039.en.html,S 654,"1 295 … 1 365 MHz
	(L-Band)",,590 or 350 Hz,2.5 or 4 µs,,,0.8 or 2.3 MW,,100 or 180 NM (≙ 185 or 333 km),,,1.7°,,7.5 or 15 rpm,,
karte040.en.html,S 233 (Marconi),"2 940 … 3 060 MHz
	(S-Band)",,250 or 500 Hz,0.5 … 2µs,,,900 kW,,80 NM (≙ 150 km),,,0.7°,,0.5 … 10 rpm,,
karte041.en.html,OPRL-4,X-Band,,,,,,,,,,,,,,,
karte042.en.html,Type 909,C-Band,,,,,,,,40 NM (≙ 74 km),,,,,,,
karte043.en.html,TRS 3220 “Pollux”,X-Band,,1 500 Hz,0.3 µs,,,200 kW,90 W,16 NM (≙ 30 km),50 m,20 m; 0.5 mrad,2°,,,,
karte044.en.html,WM-20 Serie,X-Band,,,,,,180 kW … 1 MW,,32 NM (≙ 60 km),,0.8 mrad,,,,,
karte045.en.html,Eagle Coastal Radar,J-Band,,,,,,,,50 km,,15 m; 0.09°,,,,,
karte046.en.html,SkySpy,C-Band),,,,,,50 kW,,,,,2°,,,,
karte047.en.html,Type 910,X-Band,,,,,,5 kW,,30 km,,,,,,,
karte048.en.html,Type 967/968,,"1 260 … 1 360 MHz
	(L-Band)",,7 230 Hz,6 µs,,,59 kW,,,,,4.6°,,30 rpm,,
karte049.en.html,AN/APG-59,X-Band,,,,,,,,,,,,,,,
karte050.en.html,ALWIN,"53.5 MHz
	(VHF-Band)",,< 50 kHz,,,,36 kW,1.8 kW,95 km,150 m,,6.5°,,,,
karte051.en.html,JTPS-P9,L-Band),,,,,,,,,,,,,,,
karte052.en.html,ASMI-18X,"9 410 MHz
	(X-Band)",250 µs,4 kHz,40 ns,54 µs,196 µs,20 kW,200 W,8 km,6 m,,0.43°,,60 rpm,,
karte053.en.html,RDR-4B,"9 345 MHz
	(X-Band)",,"380, 1600 or 6000 Hz",2 or 6 or 18 µs,,,125 kW,,320 NM (≙ 590 km),,,3.3° or 3.8°,,,,
karte054.en.html,Falcon,C-Band,,,,,,55 kW,1.5 kW,100 NM (≙ 185 km),85 m,20 m; 0.2º,1.25º,,6 or 12 rpm,100 hrs,
karte055.en.html,Geus-2,"200 … 214 MHz
	(VHF-Band)",,,"2,5 µs",,,90 kW,,80 km,,,,,6 or 12 min⁻¹,,
karte056.en.html,SG,"3 000 MHz
	(S-Band)",,,1.3 … 2 µs,,,,,64 km,,,,,,,
karte057.en.html,"TRS 2052, TRS 2053, TRS 2056",L-Band,,350 Hz(3-fold staggered),3 µs,,,2.2 MW,2 kW,230 NM (≙ 430 km),,,,,6 rpm,,
karte058.en.html,Type 581,L-Band,,300 / 600 Hz,4 µs / 2 µs,,,500 kW,600 W,100 NM (≙ 190 km),1 km,"1 km, 1°",4°,> 15,6 rpm,,
karte059.en.html,Type 518 Hai Ying,C-Band,,,,,,,,100 NM (≙ 185 km),,± 100 m; ± 0.8º,,,,,
karte060.en.html,Type 517,VHF-Band,,,,,,,,300 km,,,,,,,
karte061.en.html,RAT-31S/M,S-Band,,1000 Hz,1 µs,,,500 kW,500 W,80 NM (≙ 150 km),,50 m; 0.35°,,,15 rpm,,
karte062.en.html,MM/SPN-703,"9 375 MHz
	(X-Band)",,5 200 … 650 Hz,0.05 … 1.5 µs,,,20 kW,1 kW,120 NM (≙ 220 km),9 m,,1.2º,,,,
karte063.en.html,ZW07,X-Band,,,,,,,,22 km,,,,,,,
karte064.en.html,AN/TPS-74,X-Band,,3 750 Hz,,,,,,40 km,,,1.4°,,,,
karte065.en.html,Stentor,"9 400 … 9 600 MHz
	(X-Band)",,,,,,60 kW,,60 km,40 m,20 m; 0.25°,,,,>1 000 hrs,
karte066.en.html,Falcon II,"5 450 … 5 825 MHz
	(C-Band)",,,,,,55 kW,1.5 kW,55 or 85 NM(≙ 110 or 160 km),85 m,20 m; 0.2°,2.4°,,,,
karte067.en.html,S 1810,"8 600 … 9 500 MHz
	(X-Band)",,2 or 4 kHz,0.2; 1 or 2 µs,,,50 kW,,40 NM (≙ 75 km),,,1.1°,,24 rpm,,
karte068.en.html,AN/FPN-62,"9 000 … 9 160 MHz
	(X-Band)",,3 300 Hz,0.18 µs,,,45 kW,45 W,15 NM (≙ 28 km),,,,,,,
karte069.en.html,AN/FPS-74,S-Band,,974 Hz,1 µs,,,1 MW,,,,,0.6°,,,,
karte070.en.html,Type 702,C + X-Band,,,,,,,,40 km,,,1.1° or 2.2°,,,,
karte071.en.html,MM/SPN-728,X-Band,,,,,,,,40 NM (≙ 74 km),,,,,,,
karte072.en.html,RAN-12 L/X,L + X-Band,,,,,,,,25 NM (≙ 46 km),,,,,,,
karte073.en.html,Sea Giraffe,C-Band,,,,,,60 kW,1 200 W,150 km,,,1.8°,,30 or 60 rpm,,
karte074.en.html,AN/SPG-53,X-Band,,1 000 Hz,0.25 µs,,,250 kW,"62,5 W",60 NM (≙ 110 km),75 m,,1.6°,,,,
karte075.en.html,MM/SPS-702,X-Band,,,,,,,,40 NM (≙ 74 km),,,,,,,
karte076.en.html,RM-2,"9 340 MHz
	(X-Band)",,500 Hz,1 µs,,,100 kW,50 W,200 km,150 m,,1.1°,,,,
karte077.en.html,AN/APS-133,"9 371 … 9 381 MHz
	(X-Band)",,200 or 800 Hz,0.4; 2.35 or 5 µs,,,65 kW,,300 NM (≙ 560 km),,,2.9°,,,,
karte078.en.html,AN/APQ-126,"16 500  ±40 MHz 
	(Ku-Band)",,3 600; 720 or 360 Hz,0.2; 1 or 2 µs,,,60 kW,,50 NM (≙ 92 km),,,,,,,
karte079.en.html,ASR-803,"1 250 … 1 350 MHz
	(L-Band)",,800 Hz,1.1 µs,,,,,80 mi (≙ 128 km),,,1.25°,,12 rpm,,
karte080.en.html,Argos-10,L-Band,,,,,,10 MW,,250 NM (≙ 460 km),,,,,5 rpm,,
karte081.en.html,MRL-2,"9 595 MHz
	(X-Band)",,600 or 300 Hz,1 or 2 µs,,,210 kW,,300 km,,,0.73°,,6 rpm,,
karte082.en.html,MRL-1,"37 500 MHz
	(Ka-Band)",,600 Hz,0.45 µs,,,65 kW,,,,,0.2°,,6 rpm,,
karte083.en.html,S-264,,"582 … 606 MHz
	(UHF-Band)",,500 … 800 Hz,2 or 4 µs,,,50 kW,,110 NM(≙ 200 km),,,2.2°,,5 or 10 rpm,,
karte084.en.html,Type 267,,"9,65 … 9,7 GHz
	(X-Band)",,500 Hz,1.2 µs,,,30 kW,18 W,,,,4.5°,,4.5 … 5 rpm,,
karte085.en.html,AN/MPQ-29,"8 500 … 9 600 MHz
	(X-Band)",,2 or 4 kHz,0.25 or 0.5 µs,,,40 kW,,50 NM (≙ 92 km),,20 m; 0.06°,3°,,,,
karte086.en.html,AN/SPS-21,"5.5 … 5.6 GHz
	(C-Band)",,1 500 Hz,0.19 µs,,,10 kW,,16 NM (≙ 30 km),,,2°,,,,
karte087.en.html,RPK-1,"9.25 … 9.7 GHz
	(X-Band)",,,,,,,,55 km,,,,,,,
karte088.en.html,RPK-2,"14.6 … 15.6 GHz
	(Ku-Band)",,,,,,110 kW,,50 km,,,,,,,
karte089.en.html,Type 96,L-Band,,,,,,2 MW,,175 NM (≙ 325 km),,,,,6 rpm,,
karte090.en.html,AN/TPS-33,"9 345 … 9 405 MHz
	(X-Band)",,1 600 Hz,0.4 µs,,,<7 kW,4 W,20 km,,,,,,,
karte091.en.html,AN/FPS-36,"1 250 … 1 350 MHz
	(L-Band)",,325 … 400 Hz,2 µs,,,500 kW,,230 NM (≙ 426 km),,,1.4°,,6 rpm,,
karte092.en.html,AN/FPS-75,"1 250 … 1 350 MHz
	(L-Band)",,325 … 400 Hz,2 µs,,,500 kW,,200 NM (≙ 370 km),,,1.4°,,,,
karte093.en.html,AN/TPN-17,"9 000 … 9 160 MHz
	(X-Band)",666 µs,1 500 Hz,0.55 µs,500 µs,166 µs,160 kW,132 W,40 NM (≙ 74 km),90 m,,,,,,
karte094.en.html,AN/GPN-6,"2 700 … 2 900 MHz
	(S-Band)",,1 000 Hz,0.9 µs,,,500 kW,450 W,60 NM (≙ 110 km),140 m,,,,,,
karte095.en.html,TRS-2310,"9,0 … 9,2 GHz (X-Band)",bad,,,0.5 µs,,,,50 W,17.5 km,,,,,,,
karte096.en.html,TA-23,"1 270 … 1 370 MHz
	(L-Band)",,250 Hz,4 µs,,,2.2 MW,,180 NM (≙ 330 km),,,1.25°,,6 rpm,,
karte097.en.html,PS-16/F,"86 … 90 MHz
	(VHF-Band)",,250 Hz,5 or 15 µs,,,500 kW,,300 km,,,40°,,,,
karte098.en.html,AN/SPN-4,"3 010 … 3 100 MHz
	(S-Band)",,1 000 Hz,0.4 µs,,,15 kW,6 W,50 NM (≙ 90 km),90 m,,3.5°,,7 rpm,,
karte099.en.html,AN/FPS-56,L-Band,,200 … 400 Hz,,,,,,200 NM (≙ 370 km),,,,,,,
karte100.en.html,AN/SPG-48,"8 500 … 9 600 MHz
	(X-Band)",,1 320 Hz,0.25 µs,,,250 kW,,37 km,,,2.4°,,,,
karte001.en.html,AN/APS-3,"9 310 … 9 375 MHz
	(X-Band)",,,,,,25 kW,,18 km,,,,,,,
karte002.en.html,Rainbow weather radar,X-Band,,,,,,70 kW,,200 NM (≙ 370 km),,,,,,,
karte003.en.html,AN/FPS-31,"420 … 430 MHz
	(UHF-Band)",,300 Hz (± 10 Hz),6 µs,,,2 MW,3.6 kW,250 NM (≙ 460 km),,,,,6 rpm,,
karte004.en.html,AN/FPS-37,"1 280 … 1 350 MHz
	(L-Band)",,360 Hz,3 µs,,,1.2 MW,1080 W,200 NM (≙ 370 km),,,1.3°,,6 rpm,,
karte005.en.html,HIPAR,"1 350 … 1 450 MHz
	(L-Band)",,417 … 438 Hz,6 µs,,,6 MW,26 kW,500 km,,,1.2°,,,,
karte006.en.html,AN/MPS-29,"35 GHz
	(K-Band)",,10 kHz,0.05 µs,,,15 kW,,18 km,,,0.2°,,,,
karte007.en.html,AN/SPN-18,"9 320 … 9 430 MHz
	(X-Band)",,800 or 2 000 Hz,0.25 or 0.65 µs,,,40 kW,20 W,40 NM (≙ 75 km),46 m,"2%, 1°","β=1,9°; ε=20°",20,9 rpm,,
karte008.en.html,"AN/SPN-21, AN/SPS-35 ","9 335 … 9 405 MHz
	(X-Band)",,750 or 1 500 Hz,0.2 µs,,,7 kW,,32 NM (≙ 60 km),45 m,,2.2°,,20 rpm,,
karte009.en.html,AN/TPS-41,"8 500 … 9 600 MHz
	(X-Band)",,"200, 400 or 800 Hz",1 or 5 µs,,,250 kW,,150 mi (≙ 240 km),,,1.5°,,5 rpm,1 000 hrs,
karte010.en.html,CWS-2,"2 700 … 3 100 MHz
	(S-Band)",,,,,,,,60 NM (≙ 111 km),,,,,,,
karte011.en.html,RL-4AS,"2.7 … 2.9 GHz
	(S-Band)",,600 Hz,2 µs,,,2 × 800 kW,,110 NM (≙ 200 km),,,2°,,6 or 12 rpm,,
karte012.en.html,RL-5M,"2.7 … 2.9 GHz
	(S-Band)",,,2 µs,,,2 × 800 kW,,110 NM (≙ 200 km),300 m,± 120 m; 0.7°,2°,,6 or 12 rpm,,
karte013.en.html,AN/CPS-2,"510 … 725 MHz
	(UHF-Band)",,,,,,,,70 mi (≙ 112 km),,,,,,,
karte014.en.html,SCR-627,"200 MHz
	(VHF-Band)",,,,,,225 kW,,280 km,,,,,,,
karte015.en.html,AN/FPS-105(V),"5650 … 5925 MHz
	(C-Band)",,160 or 640 Hz,0.25; 0.5 or 1 µs,,,1 MW,,60 000 km,,,,,0 … 8 min⁻¹,,
karte016.en.html,AN/FPS-79,"432 MHz
	(UHF-Band)",,,,,,,,4 300 km,,,,,,,
karte017.en.html,AN/MPS-36,"5 400 … 5 900 MHz
	(C-Band)",,,,,,1 MW,1 kW,60 000 km,0.6 m,,1.2°,,0 … 8 min⁻¹,100 h,
karte018.en.html,Start-1,S-Band,,,,,,,,300 km,,,,,,,
karte019.en.html,Mk. 13,"8 815 ± 75 MHz
	(X-Band)",,1 800 Hz,2.4 µs,,,50 kW,27 W,25 NM (≙ 46 km),360 m,5 m; 2 mils,0.9°,,,,
karte020.en.html,VRRVY,S-Band,,360 or 720 Hz,1 or 2 µs,,,400 kW,350 W,300 km,,,,,2; 4 or 6 rpm,,
karte021.en.html,Mk. 8,"3 050 ± 50 MHz
	(S-Band)",,800 Hz,0.6 µs,,,"15 … 20 kW,later 20 … 30 kW","14, later 24 W",30 NM (≙ 55 km),110 m,,2°,,,,
karte022.en.html,Mk. 4,"700 MHz
	(UHF-Band)",,1 639 Hz,1.5 µs,,,20 kW,46 W,17 NM (≙ 32 km),360 m,,12°,,,,
karte023.en.html,Mk. 12,"920 … 970 MHz
	(UHF-Band)",,480 Hz,1 µs,,,100 kW,48 W,22 NM (≙ 42 km),460 m,,10°,,,,
karte024.en.html,Mk. 22,"9 375 ± 30 MHz
	(X-Band)",,"480 Hz or 
		1 639 Hz",0.5 µs,,,25 … 35 kW,"7 W or 
		25 W",10 NM (≙ 18 km),90 m,,β= 1.2° ;ε= 4.5°,,,,
karte025.en.html,ASB,"515 MHz
	(UHF-Band)",,,2 µs,,,200 kW,,50 mi (≙ 80 km),,,,,,,
karte026.en.html,3RM-20,"9 345 … 9 405 MHz
	(X-Band)",,6; 3; 1.5 or 0.75 kHz,0.05; 0.15; 0.5 or 1.5 µs,,,20 kW,60 W,40 NM (≙ 74 km),,,1.2°,,25 rpm,,
karte027.en.html,AI.23,X-Band,,1 000 Hz,1 µs,,,100 kW,,40 NM (≙ 74 km),,,,,,,
karte028.en.html,CWS-3,X-Band,,,,,,,,50 NM (≙ 92 km),,,,,,,
karte029.en.html,E-190,"9 735 MHz
	(X-Band)",,400 Hz,2.2 µs,,,15 kW,,150 NM (≙ 280 km),,,3.7°,,,,
karte030.en.html,RW-31,S-Band,,,,,,800 kW,,240 km,,,,,,,
karte031.en.html,AN/APQ-140,J-Band,,,,,,,,NM (≙  km),,,,,,,
karte032.en.html,Primus 30,"9 373 ± 30 MHz
	(X-Band)",,107.5 Hz,,,,8 kW,,200 NM (≙ 370 km),,,10° or 7.9°,,,,
karte033.en.html,AN/APS-38,"9 320 ± 10 MHz
	(X-Band)",,"800, 400 or 200 Hz","0.5, 2.25 or 4.5 µs",,,50 kW,20 W,37 NM (≙ 64 km),,,,,,,
karte034.en.html,PAR-1,"9 000 … 9 160 MHz
	(X-Band)",,2 000 Hz,0.5 µs,,,22 kW,220 W,10 NM (≙ 18 km),"80 m, 1.2°",2%,"course: β=  0.8°; ε= 2°
	glide: ε= 0.5°; β=  3.6°",,"2 AZ, 2 EL scans per second",,
karte035.en.html,Calypso,X-Band,,,1 µs or 50 ns,,,25 kW,,20 NM (≙ 37 km),,,,,,,
karte036.en.html,Varan,X-Band,,,,,,,,200 NM (≙ 370 km),3 m,,,,,,
karte037.en.html,CWS-1,S-Band,,,,,,500 kW,,60 NM (≙ 111 km),,,,,,,
karte038.en.html,DRBI-10,S-Band,,,,,,,,,,,,,,,
karte039.en.html,DRBV-20,VHF-Band,,,,,,550 kW,,400 km,,,,,,,
karte040.en.html,SRN-207,"9 320 … 9 500 MHz
	(X-Band)",,1 500 Hz,0.4 or 0.08 µs,,,3 kW,,32 NM (≙ 60 km),20 m,1.5% or 50 m and 1°,2.6°,,30 rpm,,
karte041.en.html,DRBN-30,X-Band,,,,,,,,25 NM (≙ 46 km),,,,,,,
karte042.en.html,MM/SPQ-2,X-Band,,1 500 … 3 000 Hz,0.15 µs,,,25 kW,20 W,40 NM (≙ 74 km),,,0.6°,,40 rpm,,
karte043.en.html,Mark 25 radar,"8 500 … 9 000 MHz
	(X-Band)",,2 000 Hz,0.2 µs,,,50 kW,,24 NM (≙ 45 km),36 m,,1.3°,,,,
karte044.en.html,AN/FPS-103,"9 375 MHz
	(X-Band)",,400 Hz,2.25 µs,,,45 kW,,150 NM (≙ 280 km),,,2.9° or 3.6°,,,,
karte045.en.html,AN/FPS-60,"1 200 … 1 300 MHz
	(L-Band)",,,,,,2· 2 MW,"4.3 or
		8.6 kW",,,,,,,,
karte046.en.html,Don,"9 280 … 9 480 MHz
	(X-Band)",,756 … 876 or1572 … 1656 Hz,0.7 … 1.3 or0.1 … 1.7 µs,,,80 kW,,12 NM (≙ 22 km),,,1°,,11 … 20 rpm,,
karte047.en.html,Donets,"9 300 … 9 450 MHz
	(X-Band)",,1 600 … 1 800 or3 200 … 3 400 Hz,0.3 … 0.7 or0.1 … 0.4 µs,,,80 kW,,15 NM (≙ 28 km),,,1.3° … 2.0°,,8 … 18 rpm,,
karte048.en.html,RUS-2,"75 … 83 MHz
	(HF-Band)",,,12 µs,,,70 … 120 kW,,150 km,,1.5 km; 3°,,,,,
karte049.en.html,9S18,I-Band,,,,,,,3.5 kW,120 km,,1000 m; 1°,4°,,3 … 12 rpm,,
karte050.en.html,Aïda,X-Band,,,,,,250 kW,,,,,,,,,
karte051.en.html,AN/APS-10,"9 375 ±55 MHz
	(X-Band)",,405 or 810 Hz,2.2 or 0.8 µs,,,10 kW,,50 NM (≙ 92 km),,,5°,,30 rpm,,
karte052.en.html,Marconi Type 11,"565 MHz
	(UHF-Band)",,500 Hz,4 µs,,,50 kW,,60 NM (≙ 110 km),,,β= 4° ;ε= 11°,,,,
karte053.en.html,Kivach,"9 400 … 9 460 MHz
	(X-Band)",,3.0 or 2.0 kHz,0.1 or 0.3 µs,,,7 kW,28 W,25 NM (≙ 46 km),,,"β= 1.7° or 1°;
		ε= 25°",,17 (± 2) rpm,,
karte054.en.html,FuG 74 “Kulmbach”,"3.3 GHz
	(S-Band)",,,,,,100 kW,,50 km,,,,,20 rpm,,
karte055.en.html,Korshun,J-Band,,,,,,,,8.5 km,,,,,,,
karte056.en.html,AN/APG-5,"2 500 MHz
	(S-Band)",,,,,,500 W,,2.75 km,,,28°,,,,
karte057.en.html,JLP-40,S-Band,,,,,,,,150 NM (≙ 270 km),,500 m; 0.5°,,,,,
karte058.en.html,DRBV 50,G-Band,,,,,,,,25 NM (≙ 46 km),,,,,,,
karte059.en.html,Type 16/24,"192 … 209 MHz
	(VHF-Band)",,300 … 540 Hz,3.5 or 8 µs,,,80 … 100 kW,,,,,,,,,
karte060.en.html,REL-2,"1 220 … 1 350 MHz
	(L-Band)",,,,,,,,160 NM (≙ 300 km),,,1.1°,,,,
karte061.en.html,ASR-6,"2 700 … 2 900 MHz
	(S-Band)",,700 … 1200 Hz,0.833 µs,,,400 kW,400 W,60 NM (≙ 110 km),,,1.4°,,15 rpm,,
karte062.en.html,WSR-74,,"2 890 MHz
	(S-Band)",,160 or 640 Hz,4 or 1 µs,,,500 kW,,,,,2°,,6 rpm,,
karte063.en.html,AN/SPN-22,"9 320 … 9 430 MHz
	(X-Band)",,1.1; 1.5; 2.0 kHz,0.2 µs,,,7 kW,,32 NM (≙ 60 km),,,1.9°,,20 rpm,,
karte064.en.html,MR-10,"8 945 … 9 450,9 540 … 9 775 MHz
	(X-Band)",,"520 … 590,1 024 … 1 415,1 456 … 1 584 Hz",0.2 … 0.7 µs,,,150 kW,,160 NM (≙ 300 km),,,1°,,6 rpm,,
karte065.en.html,ASC-10,X-Band,,,,,,,"1 mW, 10 mW, 100 mW, 1 W",1.5 … 3 km,5 m,,β= 0.7° ; ε= 22°,,24 rpm,,
karte066.en.html,ZW-01,X-Band,,,1 µs,,,,,50 NM (≙ 90 km),,,,,,,
karte067.en.html,LW-01,"1 220 … 1 350 MHz
	(L-Band)",,900 Hz,3 µs,,,600 kW,2 kW,140 NM (≙ 260 km),500 m,,,,0 … 8 rpm,,
karte068.en.html,AR-15,S-Band,,,,,,2 × 600 kW,,80 NM (≙ 150 km),,,1.4°,,15 rpm,,
karte069.en.html,Type 159,"9 345 … 9 405 MHz
	(X-Band)",,,,,,,,,,,,,,,
karte070.en.html,MM/BPS-704,"9 375 MHz
	(X-Band)",,5 200 … 650 Hz,0.05 … 1.5 µs,,,7 or 20 kW,,40 NM (≙ 74 km),9 m,,β= 2.2° ; ε= 11°,,,,
karte071.en.html,ORB-31,X-Band,,,,,,,,,,,,,,,
karte072.en.html,SCR-602 T1,"176 … 212 MHz
	(VHF-Band)",,,,,,85 kW,,18 NM (≙ 33 km),,,,,4 rpm,,
karte073.en.html,SCR-588,"209 MHz
	(VHF-Band)",,300 … 700 Hz,2 or 5 µs,,,125 kW,,40 or 105 NM(≙ 74 or 195 km),,"± 900 m, ± 0.5°",,,0 … 6 rpm,,
karte001.en.html,KORAL Land Based Radar Electronic Warfare System,"S-Band to
	K-Band",150 km,,
karte002.en.html,AN/SLQ-32(V)6 and (V)7 Electronic Warfare System,"S-Band to
	K-Band"
karte004.en.html,JY-50,VHF-Band,,,
karte005.en.html,MUTES,S … K- Band,,,,,,,,,,,,,,,
karte006.en.html,Khortytsia-M,25 … 6 000 MHz,45 km,,
karte007.en.html,Plastun-RP3000,25 … 3 000 MHz,15 km,,
karte001.en.html,Compact radar takes an inside view,70 … 100 GHz (W-Band),10 mW,3 km,,,,,
karte002.en.html,120 GHz Radar Front End,"122 GHz … 123 GHz
	(N-Band)",1 mW,> 10 m,,,ca. 30 degrees,,
karte003.en.html,ST100 Starter Kit,"24 … 24.5 GHz
	(K-Band)",4 mW,10 m … >200 m,,,,,
karte004.en.html,Didactional Multifunction Radar DMR “Scientific Radar”,"S, C oder K-Band",4 mW,> 20 m,,,,,
karte005.en.html,Skyradar Basic II,"24 GHz … 24,25 GHz
	(K-Band)",4 mW,> 300 m,,,,,
